,rel_time(s),mean,std,max,min,ptp,skewness,kurtosis,signal_energy,fft_mean,fft_max,fft_freq_max,energy_band_0.1_1Hz,energy_band_1_3Hz,energy_band_3_5Hz,energy_band_5_10Hz,evid,label
0,0,-0.05412265412863838,13.102690319097862,52.86213271115052,-57.90155937203737,110.76369208318789,0.002035655177517216,2.8732904842139355,103010.05371592246,242.71084828847057,1864.8695686913327,1.0,4434244.659476182,12658633.56995988,4200954.0533736665,13143520.764004184,evid0005,0
1,30,0.09390050354352988,27.262402710868574,77.18758269900763,-83.342018366734,160.52960106574164,-0.06223637890867119,-0.04563895224643533,445948.4513244839,478.2331302569047,4938.821716022364,1.0,24722758.42001858,53021178.48357151,24457621.14549542,56195612.00756945,evid0005,0
2,60,-0.026062451054399957,27.403771151336183,90.20692345128401,-89.11316851116145,179.32009196244547,-0.1050174002451384,0.1332705073887963,450580.4115396962,468.41529300070425,4966.5086220695,1.0,25027765.164108474,57170508.02517913,18399634.673492752,60537208.837633565,evid0005,0
3,90,-0.024073631175805823,26.751344478428226,77.84118017272615,-95.55297629026936,173.3941564629955,0.008850834676416,-0.05350904197711914,429381.0065659502,463.5442376443743,4620.757914260818,1.0,21524612.905085605,53806208.05733252,18771639.100197565,56810139.23805398,evid0005,0
4,120,0.0017878550232669,26.49840728319446,93.61148283188788,-89.73968807195023,183.35117090383812,-0.0739174742367136,0.20148354832970572,421299.3550454873,462.21254168151285,4994.27791675275,1.0,25099301.288780496,56585917.950624384,19940977.762233898,50993237.60466707,evid0005,0
5,150,-0.055032812920758636,26.724382482687293,71.39990441608123,-92.81866778903046,164.21857220511168,-0.2246580306408346,-0.22282463610304237,428517.3886148769,468.7465253303849,4986.454492004643,1.0,25054623.329824954,54430639.177263044,21212842.673679367,54096297.15315224,evid0005,0
6,180,0.07735907307841652,28.927486261734863,82.61588744578887,-92.42181599232308,175.03770343811195,-0.04353507941997201,-0.11867709490530087,502083.267509428,495.2143513974132,5126.733981148887,1.0,26498955.896125857,61710856.823204756,26728720.169343397,63039538.95161763,evid0005,0
7,210,0.0050331934440202035,26.742997144262585,86.72178862018927,-79.02211432351577,165.74390294370505,0.04908266608899021,-0.2515958123409341,429112.7529546438,467.751429681269,5004.478449701895,1.0,25265759.632292047,56826916.832456686,19350272.910260174,54109384.63229736,evid0005,0
8,240,-0.0047073658429046365,25.58117816825332,70.9988586256608,-84.21681907142663,155.21567769708741,0.04880794391523622,-0.23125985886921274,392638.01918112807,436.79186465221215,4825.957300642076,1.0,23493667.83983597,49113692.01459093,17942057.180087212,51393248.12081734,evid0005,0
9,270,-0.03277052073661276,25.291745200413036,83.50861656829568,-62.91543720546084,146.42405377375653,0.152073584035444,-0.33113148856348706,383804.0695137871,425.2474375309563,4896.813843112786,1.0,24143797.99081265,49542077.353471965,16989303.042490564,49382263.663756914,evid0005,0
10,300,0.0700630623172105,25.86059004626064,80.17892890948447,-103.25182353178022,183.4307524412647,0.038471531882997304,0.3555374637954283,401265.0158240738,441.99900158114826,4506.662150673376,1.0,20528610.65547819,53239998.2476909,17848409.247483518,50005068.63828228,evid0005,0
11,330,-0.021725472869482634,25.185384506710587,68.88767426296067,-77.63994677530026,146.52762103826092,-0.18993573385425713,0.07464582098596173,380582.43884821737,432.21201060647854,4776.70272343785,1.0,23029149.225708082,50012906.58735461,17392335.420485336,46745071.24715421,evid0005,0
12,360,0.020600417993162406,26.692797927275667,83.4416588642642,-75.07071349313904,158.51237235740325,0.0053609049667011684,0.004855285876895543,427503.5313381562,461.2585377574717,4955.576778212825,1.0,24788177.27141453,56204604.478404194,19340847.255908128,53236893.21744037,evid0005,0
13,390,-0.017690998361742392,26.29351656669332,78.01211017035217,-65.28908046352814,143.3011906338803,0.018684513440569407,-0.21291555761242353,414809.59584863944,442.5778716696725,4987.890421703316,1.0,25138800.232898396,61004768.89030525,15947299.98238757,49277196.70503804,evid0005,0
14,420,-0.052782690055958766,35.13807448219639,398.0746286576682,-286.3258761605595,684.4005048182278,1.468869133619962,33.3666698861379,740812.2385972503,662.4586254015811,5007.785382355501,1.0,26910844.48587984,88470168.6617419,43699231.74779674,89396603.88636264,evid0005,0
15,450,-0.0736283515184459,26.179264295404423,86.13179228302647,-71.5335103153328,157.6653025983593,0.013814095089293921,-0.22831288412884465,411215.5801096705,463.85330196940566,5028.32255605506,1.0,25743852.89730191,58202701.479338,17980942.334030256,47879440.304473266,evid0005,0
16,480,0.17995366987998204,30.883806522303885,106.36259795280456,-90.30206609329899,196.66466404610355,0.14580068056547532,0.29624662380251454,572305.1331782419,512.4227683257151,5529.398247757282,1.0,31908705.85454929,98142898.94469285,19270754.43964384,53286858.81160455,evid0005,1
17,510,0.4452036302470186,101.73656754857335,377.6787831203468,-350.6161786119469,728.2949617322937,-0.049100269701428154,0.3067624125983426,6210316.429702688,1576.501785865533,13379.143901015905,2.6666666666666665,178613480.10436735,1336760300.6000195,295487977.8646967,170553359.28980583,evid0005,0
18,540,-0.508557872818533,136.74157468366548,402.6192807765503,-328.46097720850446,731.0802579850547,0.10329033022665522,-0.1365941705304503,11219110.126847079,1947.9127546486002,32581.244190583704,2.3333333333333335,175638189.8753053,2582705107.965732,506167891.53255385,169339030.92483488,evid0005,0
19,570,0.24337327559199062,127.33867670215396,419.1733149350486,-388.14774742127105,807.3210623563197,0.08409764681542839,0.08958283158092684,9729118.688884176,1900.9253536099861,20279.934164886185,2.3666666666666667,58389269.90354055,2145185236.3544786,571861091.159922,175384164.62498164,evid0005,0
20,600,-0.5118412573883039,115.49579593913407,536.4703241907399,-433.1495586517593,969.6198828424992,0.060187145534335844,1.0929141409638934,8003724.5166521175,1902.1849770460376,15924.494394063318,2.5,92566559.3213257,1689071845.0104408,427879219.0227678,249140452.6611516,evid0005,0
21,630,0.23151403651617963,88.28993176133795,269.2546355499604,-232.5738521118012,501.82848766176164,0.06716206967934937,-0.18518589586212997,4677099.38950249,1328.4094826366415,13577.288274453871,2.3666666666666667,63560005.91912095,1096680521.481607,197146525.0474693,93653259.73015398,evid0005,0
22,660,1.257350590071721,132.16988237155647,541.6910739498738,-573.2506315847862,1114.94170553466,-0.123936760377258,2.99101952091484,10482275.241970455,1855.9958444775348,17475.362178918367,0.9,1710259493.8114767,1256284001.1780376,167868969.16352063,87860403.72816572,evid0005,0
23,690,-0.6094593494809911,167.28402706965568,656.4624202760787,-483.2317781633899,1139.6941984394684,0.08859676312220559,0.1772308438664818,16790590.29200398,2167.8757417473153,29558.48571411798,0.8333333333333334,2550003245.4383984,2248741541.4701886,153093278.96794456,109253777.77532838,evid0005,0
24,720,-0.7411984678269301,131.0657813560612,345.4327125884008,-332.82594892461077,678.2586615130116,-0.00768464342784018,-0.517366272194983,10307273.05058613,1709.1096907848341,24523.453043380516,0.8666666666666667,1301365588.6234508,1677863265.1913662,71939751.69163746,81622965.6477589,evid0005,0
25,750,0.03756014639946329,112.60270956023017,306.26600720304515,-393.9815552581865,700.2475624612316,-0.2751409555592977,0.125923964939596,7607622.966642089,1523.4123834870643,19704.26190411047,0.8333333333333334,1182699098.6691706,1029591814.2349461,76603973.81269115,70865928.47067039,evid0005,0
26,780,-0.8762209340562879,114.61952290087592,280.5066068125651,-347.28618662561007,627.7927934381752,-0.09201938953988595,-0.239737062891606,7883041.67588982,1496.180128465049,20886.18797416037,0.8666666666666667,1408645887.1648836,1046237502.9683375,66313267.95630453,70270099.91069964,evid0005,0
27,810,1.2992723992306563,82.44686707848639,259.4040852721437,-221.37020363933397,480.77428891147764,0.004678721439103008,-0.05839177482435476,4079504.399895003,1251.8453630128615,10953.7721800904,1.1333333333333333,376739024.0890633,755046082.3226339,62503034.9156128,56230850.93136042,evid0005,0
28,840,0.12808826617019786,84.07010161892124,228.03915530311943,-275.7644002699708,503.8035555730902,-0.016217101072574756,-0.32690913848548764,4240679.035691805,1209.77308425896,12910.098206994306,0.8333333333333334,559361843.309746,713841451.3748648,45115711.279976234,62808532.187002234,evid0005,0
29,870,-0.5271864384515458,77.60300975959638,209.43364760651548,-238.12101980887883,447.5546674153943,-0.11474817326252028,-0.1223964627609071,3613503.029573338,1142.392725252606,12027.644682691836,0.8,423988512.20299894,589305596.4155651,36650634.15166688,51316893.52859854,evid0005,0
30,900,0.03984182568908494,74.5098647101802,202.65541180483342,-268.6018525373381,471.25726434217154,-0.12496142075548544,-0.07607563120050864,3331032.9159002583,1063.02244035522,13312.334855178293,0.8666666666666667,464893219.59377646,489266068.3655158,33013651.13125698,64028055.72459553,evid0005,0
31,930,-0.13006834132126202,59.4931772219755,205.0991962061643,-159.28301849235493,364.3822146985192,0.09032723133022982,-0.12115375290480124,2123673.0322432797,900.2104882101095,9502.021289270371,0.8666666666666667,302487403.4260724,264179900.75181517,31916858.259287897,51145169.89480931,evid0005,0
32,960,-0.014009517616366977,50.73515156890006,176.42277478616217,-150.72689192272975,327.1496667088919,0.06086840783894998,0.1033985552689427,1544433.4805915072,820.6314689609685,6129.985488563065,1.0,177285288.44059607,236460038.77169272,33602913.15604711,56405362.350653954,evid0005,0
33,990,0.1538069884988487,47.664857461780095,148.2862562758766,-155.9978702264749,304.2841265023515,-0.17237971405443375,0.15125645479820538,1363177.376064915,797.0483158108807,5745.111556474311,0.7666666666666666,110276463.17604679,232935317.13884708,26045473.44439671,56074167.42199926,evid0005,0
34,1020,0.06554592525061935,50.066225038489605,168.1545069856869,-171.72831435007868,339.8828213357656,0.1525780609051382,-0.0727393130121512,1503978.7115238002,760.5184200965122,8530.852760117665,1.0,184766749.73244995,270026820.5578037,27470575.597980533,42696259.2910365,evid0005,0
35,1050,-0.15982133153148842,43.441028098634995,143.4753810556583,-132.77965018209318,276.2550312377515,0.09320794676783925,-0.02801297577999584,1132289.0790746445,729.6593136157443,4539.597702822109,0.9,120025228.90738975,161648583.87797302,29407600.225020714,47955539.454618014,evid0005,0
36,1080,-0.10121716004462603,40.06388654449982,116.49574877627245,-116.79046490642712,233.28621368269955,0.03427766685508166,0.12919580478156778,963075.1499784249,644.6846137205424,6270.821597265061,0.8666666666666667,141357656.33369553,109496279.8225276,19438193.236473434,51863162.23546355,evid0005,0
37,1110,0.20836197849881966,39.272742625904584,111.56153017290026,-119.59428078620867,231.15581095910892,-0.03681907828703655,-0.038238917072713985,925435.0368447761,635.1924133566527,7310.36055903049,1.0,108184781.06247751,155312460.61224112,22754029.173030194,48855952.728460014,evid0005,0
38,1140,-0.0690498769315527,35.23797796915275,89.58097625191213,-117.01551510935343,206.59649136126558,-0.06309619008674797,-0.11950807692176113,745031.9155439993,602.5146413344786,5306.174691964304,1.0,70615630.96366233,107213464.47156891,19468331.513706733,54678144.01803211,evid0005,0
39,1170,0.1964183719716583,33.48502309733659,100.61274886600889,-93.41476072055565,194.02750958656452,-0.03399984690780758,-0.19500095397189776,672771.2112036076,580.4109314282282,5424.39252386731,1.0,52617070.98344618,116104306.1276896,13522685.014907643,50149466.09517094,evid0005,0
40,1200,-0.1965278439949982,33.7187889930175,82.21830387692225,-110.18956021174532,192.40786408866757,-0.09943150941147492,-0.18317640301650773,682197.212609462,576.4498312364493,5345.195707695254,1.0,56596931.19370398,108669585.26504199,16118028.085763391,52259701.20572576,evid0005,0
41,1230,0.047358695728501154,35.76952384051829,116.36225345440053,-93.17483145247397,209.5370849068745,-0.08648314652709048,-0.4058840237616228,767676.6471740804,559.2257728386204,9130.107073551137,1.0,103756768.77482945,138836564.13969117,18097555.845312618,54685202.71640035,evid0005,0
42,1260,0.08069468859981223,28.254983892029763,90.293004303653,-95.74895406835677,186.0419583720098,0.10504607896456475,0.18766261077368807,479010.3758229778,532.6756073842935,2649.1875182530976,1.0,15194224.135667741,65356577.746822394,16463177.726629306,54605379.39464472,evid0005,0
43,1290,-0.09330796091993437,29.633433895125222,95.31013469582115,-100.00345719083212,195.31359188665328,0.009617200699192554,-0.02052581431393463,526889.4664753964,538.6620355585129,4741.0292589558085,1.0,36221379.22699131,71389334.48564275,18428427.652186614,54778714.46344577,evid0005,0
44,1320,0.07073893742507745,29.523749359628166,74.47545061963342,-93.65890747965042,168.13435809928384,-0.048786087860632925,-0.22742975210201877,522994.0681484475,509.2862141908383,5732.108885906612,1.0,43404946.97978374,84708727.52920818,16275571.809343332,46962331.0741045,evid0005,0
45,1350,-0.04870381180083082,29.41517563556468,77.40693801275843,-118.2051585064512,195.61209651920962,-0.20316107981232825,0.11023174991441609,519152.95783944114,524.2771318907396,5350.560661510955,1.0,42434007.947000675,73986339.32687698,16878950.690165333,52077708.41505128,evid0005,0
46,1380,-0.029283754717433795,31.144905958043708,92.24337390376331,-96.95211486071946,189.19548876448277,-0.04065529168600734,0.02948871870687464,582003.6148042061,539.0166529183546,5903.446216555609,1.0,45438155.0425225,97572092.38127407,20339418.019952506,47984955.798270814,evid0005,0
47,1410,-0.028498651980974544,25.60213391526722,82.08391729288921,-74.12594313749175,156.20986043038096,0.043048198728423616,-0.06984608424024241,393282.04391306447,473.71016498105587,3998.30860529055,1.0,25043390.320341468,46106993.446305566,18901114.477467,45361340.45076565,evid0005,0
48,1440,0.12109090283827202,28.97349893363632,133.35898049437992,-93.17634617604918,226.5353266704291,0.14947873038575857,0.5189054902214845,503686.98207850516,530.6075250691005,5436.1672770518,1.0,37248752.37968798,74904991.07713518,24264577.614984185,46542371.20490522,evid0005,0
49,1470,-0.015653095574300172,29.158204861540852,79.95063905082338,-98.92567688411734,178.87631593494072,-0.015135823283060713,-0.09377430804802112,510120.6934601915,519.0703937478928,5498.940034811256,1.0,36997455.98496063,76562329.47195747,17464033.594087977,53295982.31467368,evid0005,0
50,1500,0.03113196837373593,26.569019242567958,114.17252024367949,-74.85856733497445,189.03108757865394,0.07732395509039622,0.2709835370570053,423548.2516268408,466.59715219114037,4933.4915889524755,1.0,28780595.800919294,56129935.736893654,18981890.677524015,48232303.78603117,evid0005,0
51,1530,-0.006580276085422317,26.59314701794069,78.49016568747992,-85.76838263312032,164.25854832060026,-0.10470838719117208,0.016728105055189513,424317.3069707047,484.9157543319373,4375.760381104295,1.0,21845610.02547498,58428329.57452235,15472042.597271139,51515475.012559555,evid0005,0
52,1560,-0.006580494093222065,27.133726330867344,81.04119109632492,-79.38730742518732,160.42849852151224,0.11496273708422326,-0.18631328176845408,441743.48874078377,480.4872760699928,4976.533145153743,1.0,29935467.477398112,53407298.71025765,20493857.644864913,54627625.05713964,evid0005,0
53,1590,-0.014220231508942973,25.999038974562932,90.68917084553092,-73.42638455074382,164.11555539627474,0.10803253285915339,-0.2391175542321089,405570.1378894958,469.30057808774234,4906.715907044172,1.0,27691197.789093234,51071972.51592866,16364140.718738576,51706728.601599656,evid0005,0
54,1620,-0.0364949516453661,27.137253764862162,79.28825286841538,-77.32514498899646,156.61339785741183,-0.039384347278421786,-0.14880118738605486,441859.1242680128,483.50763826644953,4448.829158185404,1.0,23177309.347853884,51346110.74094163,23762862.5376868,55742380.61635293,evid0005,0
55,1650,0.04452475604780787,25.537385851406388,91.88552138827959,-62.49239609012002,154.3779174783996,0.16332419579612464,-0.06471620820070312,391296.0351465074,440.5053409213872,5008.506898349994,1.0,26573534.750704896,47274994.550430715,16817311.562612657,52062360.47422656,evid0005,0
56,1680,-0.02009811242941185,26.67779297364059,77.89284347955447,-96.25810801834356,174.15095149789803,-0.08419492384793675,0.0662843194944065,427023.0251271302,467.30279409741667,4597.768471174523,1.0,23711730.001887526,50292483.436488636,20420284.063851,56461967.36250973,evid0005,0
57,1710,-0.06348156000928573,25.588676470332125,76.08634719339511,-72.87430383958197,148.96065103297707,-0.003044953989682312,-0.16987754084073137,392870.636047074,456.82433731699894,4118.489238712839,1.0,19381941.206117116,55508105.918578595,18774816.4060976,42519860.26200593,evid0005,0
58,1740,0.05844907340789637,25.452997257353513,83.97064803714068,-63.615297147867075,147.58594518500774,0.27593841721390144,0.02030769428827872,388715.0914062165,457.7528474602206,4824.0335406933145,1.0,24516076.50726279,43501968.54029233,19930526.987574525,52478542.12745792,evid0005,0
59,1770,-0.010242786379011548,26.888860472429695,96.12501932966535,-87.61436819177653,183.73938752144187,-0.0178531301849237,0.042220961681073366,433806.5534522789,483.0720943910922,4645.366976028734,1.0,23474589.92952018,50076158.83713623,22162578.59417726,56417435.161955364,evid0005,0
60,1800,-0.07967820360831607,27.741320742337994,115.52259801063592,-79.7090305289943,195.2316285396302,0.027334661419266475,-0.02214698864051723,461752.33508724155,493.918063004249,5165.356865943626,1.0,27940575.5771109,60140822.1199755,25502728.977669258,54013366.05915934,evid0005,0
61,1830,0.03797184681509116,29.561600133642813,82.08344414795899,-88.28783628644436,170.37128043440333,-0.11302267181963974,-0.2116368035082412,524333.7865935247,518.2229084062269,5093.236594471399,1.0,27518205.184695654,64714594.039482005,28387250.38452638,63409654.87048762,evid0005,0
62,1860,0.04168557834510269,26.879040574466895,76.35849268893332,-71.21660558411011,147.57509827304344,-0.01534523472450154,-0.16908279499814505,433490.7359347678,468.97149186545676,4481.314818308033,1.0,20926931.50741491,52131620.97502721,17719012.812448915,60930997.27379563,evid0005,0
63,1890,-0.004330978642144269,28.441176474732284,94.33101420394313,-79.69653393455239,174.02754813849552,0.04905223187506771,0.00655630648274208,485340.3228145446,500.7719846756735,4451.9483101735605,1.0,21682806.97006709,50974475.63800762,30666196.425403982,63360185.86470635,evid0005,0
64,1920,0.03723866424483035,29.96145441821135,123.15928895254008,-79.30406079836179,202.46334975090187,0.21626409300494331,0.044821221430911606,538614.0825436027,519.8208560429924,4976.255605521256,1.0,25499752.60660798,73873457.27212486,36951119.36923047,50642932.688907854,evid0005,0
65,1950,-0.11130013431402713,27.92583943910383,86.10390021321936,-98.70516922490188,184.80906943812124,0.0484116942981598,-0.052271562513769076,467918.9376591032,497.65308418894716,4603.850872143973,1.0,22571444.044298507,56660095.42600996,32730449.131049085,50321543.697250135,evid0005,0
66,1980,0.0009999104396726465,30.91262308250278,96.51185962817559,-86.50883245855269,183.02069208672827,0.09468239012211582,0.09520269421427541,573354.1601044226,546.0281860300751,4991.9183772193055,1.0,25863728.304803032,67713308.07213387,41414629.00683202,62588994.94794755,evid0005,0
67,2010,0.05733875221500862,29.21929421104996,90.6686167336614,-90.00700759848935,180.67562433215073,0.19467492924298585,0.09226067445270836,512262.2651546418,511.0632189689117,5155.226515516645,1.0,27411616.44461785,64761172.13020165,37741551.97734176,52301719.48493421,evid0005,0
68,2040,0.0714006261991527,29.903305704042157,131.04982326523836,-102.85484654288626,233.90466980812462,0.08007963817106692,0.45031553025174587,536527.6740472933,499.65329382007474,4965.808167977228,1.0,25514762.15130809,64365576.78275392,38119416.94125846,57825780.903790906,evid0005,0
69,2070,-0.07100120248816691,29.278991078017658,78.59263547446868,-94.49547096684685,173.08810644131552,-0.10321103558419921,-0.1787430978107687,514358.61583043553,509.28694342897023,4807.596763850408,1.0,24230671.209117472,43888910.54294664,53137199.222082704,57294859.909231976,evid0005,0
70,2100,-0.028762613494026253,29.021682135547454,84.5541246307366,-96.53050070760727,181.08462533834387,-0.05347458054993586,-0.023235083219742325,505355.3167588134,490.13982579961225,4972.305831778286,1.0,25330631.013043888,54791643.946658045,49368792.76404996,47937759.27956076,evid0005,0
71,2130,0.10792985529821426,29.078239427761478,84.00020740994498,-103.89598678756353,187.89619419750852,-0.1976048857752277,0.11469905414377912,507333.3942431321,509.9186421999009,4210.6914712955195,1.0,19019026.818296503,54820937.207570754,49480074.29835287,47060491.689410806,evid0005,0
72,2160,0.01778114915187988,27.76037982860755,82.80993975312296,-85.8428537081053,168.65279346122827,0.01860211434790151,-0.058196499841685956,462383.40263869567,500.2226307479552,4314.651278128045,1.0,18907938.13234418,51431002.14288532,37176127.295052186,50906783.42204996,evid0005,0
73,2190,-0.05034666955418089,28.900316003860166,99.99455714883347,-90.3258104141929,190.32036756302637,0.03464572065415474,0.1851473179802383,501138.47994606674,506.3849494616328,5127.084724476367,1.0,26743157.131933678,59969204.81309437,34893674.6917821,55312827.50235111,evid0005,0
74,2220,-0.02437247034413801,28.83322931993738,90.66747554907997,-85.76156987727235,176.42904542635233,0.16743550515246342,0.06172089731273278,498813.4242200444,506.7513774760522,4876.511174823627,1.0,24632404.927341387,57879569.24645757,35367677.59522129,56888781.61968918,evid0005,0
75,2250,-0.05559841414676138,30.763363711091124,94.49880681194456,-86.39841642417352,180.89722323611807,0.025686163482986475,-0.26228028825708627,567832.5828027204,507.88279085991803,5635.206428877324,4.066666666666666,24658631.52307262,56769252.81088869,65005233.75466694,48949827.42415957,evid0005,0
76,2280,-0.020299393714705072,31.020654323804216,106.88038458922341,-90.93398431985355,197.81436890907696,0.07933166079666122,-0.02866027914353353,577368.8440454031,539.5876537616258,4762.475745662069,1.0,23061907.106643554,56001070.86924403,48697715.33375013,68742697.750992,evid0005,0
77,2310,0.05926599777116853,30.209149096972315,95.97012446174456,-92.15712484260098,188.12724930434553,0.07596885967084833,0.1252260347148808,547557.7209729571,530.2208399808737,4612.766797795594,1.0,21887277.856258675,68344377.65425718,39472000.38817815,56863887.310328305,evid0005,0
78,2340,0.02216833157528827,30.827888347530475,101.63462530915484,-91.3135923757896,192.94821768494444,-0.0840632231987575,0.2814346430887724,570215.514841638,526.9059221781976,5150.132936417892,1.0,26868794.59782147,60119246.714396685,47214695.08340473,63908932.27112634,evid0005,0
79,2370,0.10785568376965275,29.716642914255733,111.31134009743963,-84.39687423452779,195.7082143319674,0.10399631227185946,-0.20851953739442974,529854.2993651442,533.6424132173615,4734.657829118442,1.0,23600448.956703637,61712910.966445565,36241265.92795918,60975692.64581622,evid0005,0
